REGISTER_ID,GENDER,AGE,INCOME
AP112265,M,35,25000
AP112266,F,49,30000
AP112267,M,50,10000
AP112268,F,50,40000
AP112269,F,25,10000
AP112270,F,40,30000
AP112271,M,44,35000
AP112272,F,39,20000
AP112273,F,35,10000
AP112274,M,30,15000
AP112275,F,40,15000
AP112276,F,46,25000
AP112277,M,48,25000
AP112278,F,47,25000
AP112279,F,43,12000
AP112280,M,50,12000
AP112281,M,32,30000
AP112282,M,32,35000
AP112283,F,39,35000
AP112284,F,47,20000
AP112285,F,46,10000
AP112286,F,22,12000
AP112287,F,49,20000
AP112288,M,42,15000
AP112289,F,49,25000
AP112290,M,36,30000
AP112291,M,46,12000
AP112292,M,21,30000
AP112293,F,24,12000
AP112294,F,37,10000
AP112295,F,34,12000
AP112296,M,37,30000
AP112297,F,45,10000
AP112298,F,42,10000
AP112299,M,26,30000
AP112300,M,22,12000
AP112301,M,24,30000
AP112302,F,44,20000
AP112303,F,40,10000
AP112304,M,49,50000
AP112305,M,24,25000
AP112306,M,47,15000
AP112307,M,24,50000
AP112308,M,30,25000
AP112309,M,30,15000
AP112310,F,27,35000
AP112311,F,24,15000
AP112312,M,28,20000
AP112313,F,22,15000
AP112314,M,47,10000
AP112315,M,34,35000
AP112316,F,38,25000
AP112317,F,41,50000
AP112318,F,49,40000
AP112319,F,31,30000
AP112320,M,37,30000
AP112321,F,46,15000
AP112322,F,21,35000
AP112323,M,45,15000
AP112324,M,32,20000
AP112325,F,42,20000
AP112326,F,44,10000
AP112327,M,46,20000
AP112328,F,46,10000
AP112329,M,40,10000
AP112330,M,45,12000
AP112331,F,48,35000
AP112332,M,30,25000
AP112333,M,50,20000
AP112334,M,43,10000
AP112335,M,49,10000
AP112336,F,31,30000
AP112337,M,30,10000
AP112338,M,35,50000
AP112339,F,31,50000
AP112340,M,47,20000
AP112341,F,32,35000
AP112342,M,21,10000
AP112343,F,46,35000
AP112344,M,32,40000
AP112345,F,39,12000
AP112346,F,26,10000
AP112347,M,37,20000
AP112348,F,21,30000
AP112349,F,21,20000
AP112350,F,37,15000
AP112351,M,29,50000
AP112352,F,36,20000
AP112353,M,50,20000
AP112354,F,48,15000
AP112355,M,46,15000
AP112356,F,35,30000
AP112357,F,30,10000
AP112358,M,22,12000
AP112359,M,27,40000
AP112360,M,35,12000
AP112361,M,37,20000
AP112362,F,40,25000
AP112363,F,38,12000
AP112364,F,39,12000
AP112365,M,32,10000
AP112366,F,47,12000
AP112367,M,50,35000
AP112368,F,36,20000
AP112369,F,28,10000
AP112370,M,34,50000
AP112371,F,46,15000
AP112372,M,21,10000
AP112373,M,31,12000
AP112374,M,49,25000
AP112375,M,39,35000
AP112376,F,27,50000
AP112377,F,25,40000
AP112378,F,40,12000
AP112379,F,39,15000
AP112380,F,33,40000
AP112381,M,38,50000
AP112382,F,41,25000
AP112383,M,23,12000
AP112384,F,38,20000
AP112385,F,48,35000
AP112386,M,39,50000
AP112387,M,23,12000
AP112388,M,38,20000
AP112389,F,37,25000
AP112390,F,21,15000
AP112391,F,32,10000
AP112392,F,37,40000
AP112393,F,31,20000
AP112394,F,43,40000
AP112395,F,35,10000
AP112396,F,47,12000
AP112397,F,48,35000
AP112398,F,38,40000
AP112399,F,44,30000
AP112400,M,23,30000
AP112401,F,31,40000
AP112402,F,25,12000
AP112403,F,42,12000
AP112404,M,22,30000
AP112405,F,31,10000
AP112406,F,46,50000
AP112407,M,28,50000
AP112408,M,23,15000
AP112409,F,45,35000
AP112410,M,30,12000
AP112411,M,32,12000
AP112412,F,45,35000
AP112413,M,27,20000
AP112414,M,23,15000
AP112415,M,24,10000
AP112416,M,34,30000
AP112417,M,39,15000
AP112418,F,40,12000
AP112419,M,29,12000
AP112420,F,49,40000
AP112421,M,47,35000
AP112422,M,35,15000
AP112423,F,22,10000
AP112424,F,29,50000
AP112425,F,46,15000
AP112426,F,43,20000
AP112427,F,48,12000
AP112428,F,40,50000
AP112429,F,30,35000
AP112430,F,32,25000
AP112431,F,35,30000
AP112432,M,30,40000
AP112433,F,47,50000
AP112434,F,50,35000
AP112435,M,37,20000
AP112436,M,34,10000
AP112437,M,31,10000
AP112438,F,46,40000
AP112439,F,45,35000
AP112440,M,26,20000
AP112441,F,31,20000
AP112442,M,42,25000
AP112443,F,37,20000
AP112444,F,30,15000
AP112445,F,45,40000
AP112446,M,46,15000
AP112447,M,50,25000
AP112448,F,40,12000
AP112449,M,28,50000
AP112450,M,43,12000
AP112451,M,47,10000
AP112452,M,23,30000
AP112453,F,30,15000
AP112454,M,46,20000
AP112455,F,27,10000
AP112456,F,27,20000
AP112457,F,26,25000
AP112458,F,42,15000
AP112459,M,50,40000
AP112460,M,50,40000
AP112461,F,28,35000
AP112462,M,44,10000
AP112463,F,30,25000
AP112464,M,44,25000
AP112465,F,30,10000
AP112466,M,49,50000
AP112467,M,24,30000
AP112468,M,36,10000
AP112469,F,22,20000
AP112470,F,33,30000
AP112471,M,27,12000
AP112472,F,29,15000
AP112473,M,45,12000
AP112474,M,30,35000
AP112475,F,22,12000
AP112476,M,50,50000
AP112477,M,41,20000
AP112478,F,21,50000
AP112479,F,26,25000
AP112480,M,34,15000
AP112481,M,48,10000
AP112482,F,39,35000
AP112483,M,44,50000
AP112484,F,47,50000
AP112485,F,24,30000
AP112486,F,50,30000
AP112487,M,23,12000
AP112488,M,41,30000
AP112489,M,46,40000
AP112490,F,31,40000
AP112491,F,31,30000
AP112492,M,28,10000
AP112493,M,37,12000
AP112494,M,48,10000
AP112495,F,26,50000
AP112496,M,21,40000
AP112497,M,42,25000
AP112498,F,33,12000
AP112499,F,36,30000
AP112500,M,22,30000
AP112501,F,28,15000
AP112502,M,24,30000
AP112503,F,33,25000
AP112504,F,24,10000
AP112505,F,27,50000
AP112506,F,36,30000
AP112507,M,21,15000
AP112508,F,21,12000
AP112509,M,46,40000
AP112510,M,42,10000
AP112511,F,21,20000
AP112512,M,43,25000
AP112513,M,36,35000
AP112514,M,49,12000
AP112515,F,38,25000
AP112516,M,28,50000
AP112517,M,43,40000
AP112518,F,45,50000
AP112519,F,38,30000
AP112520,M,37,20000
AP112521,M,38,35000
AP112522,F,24,35000
AP112523,M,36,15000
AP112524,F,37,50000
AP112525,M,28,30000
AP112526,M,28,12000
AP112527,F,49,50000
AP112528,M,31,12000
AP112529,F,22,50000
AP112530,F,29,35000
AP112531,M,23,25000
AP112532,M,21,25000
AP112533,M,35,12000
AP112534,M,38,50000
AP112535,M,40,35000
AP112536,M,48,50000
AP112537,F,50,40000
AP112538,F,44,12000
AP112539,F,47,35000
AP112540,M,42,30000
AP112541,F,43,12000
AP112542,M,24,40000
AP112543,F,23,12000
AP112544,F,41,10000
AP112545,M,42,10000
AP112546,F,25,12000
AP112547,F,40,20000
AP112548,F,45,12000
AP112549,M,42,35000
AP112550,F,46,25000
AP112551,M,37,10000
AP112552,M,47,35000
AP112553,M,48,25000
AP112554,M,22,20000
AP112555,M,24,12000
AP112556,F,42,12000
AP112557,M,41,15000
AP112558,F,49,40000
AP112559,M,47,30000
AP112560,F,34,30000
AP112561,M,37,25000
AP112562,M,36,50000
AP112563,M,43,50000
AP112564,M,24,20000
AP112565,F,47,30000
AP112566,F,31,40000
AP112567,F,41,30000
AP112568,M,45,35000
AP112569,F,45,50000
AP112570,F,25,50000
AP112571,F,36,20000
AP112572,M,41,50000
AP112573,F,34,20000
AP112574,M,48,35000
AP112575,F,35,25000
AP112576,M,34,20000
AP112577,M,45,30000
AP112578,F,39,50000
AP112579,M,48,12000
AP112580,M,47,50000
AP112581,M,39,40000
AP112582,M,29,30000
AP112583,F,24,20000
AP112584,F,49,35000
AP112585,M,30,12000
AP112586,F,21,40000
AP112587,M,50,40000
AP112588,M,21,10000
AP112589,M,25,50000
AP112590,M,22,30000
AP112591,F,39,35000
AP112592,F,31,50000
AP112593,F,44,50000
AP112594,F,29,20000
AP112595,M,30,10000
AP112596,M,40,20000
AP112597,F,28,50000
AP112598,F,30,12000
AP112599,F,32,10000
AP112600,M,27,20000
AP112601,M,39,40000
AP112602,M,29,12000
AP112603,F,23,40000
AP112604,F,50,10000
AP112605,M,33,35000
AP112606,F,45,15000
AP112607,F,24,20000
AP112608,M,34,15000
AP112609,M,27,20000
AP112610,M,35,30000
AP112611,M,31,30000
AP112612,M,42,40000
AP112613,M,44,12000
AP112614,F,44,40000
AP112615,F,21,30000
AP112616,M,28,30000
AP112617,M,43,20000
AP112618,M,29,20000
AP112619,F,35,30000
AP112620,F,49,50000
AP112621,M,43,30000
AP112622,F,30,12000
AP112623,M,35,25000
AP112624,F,32,30000
AP112625,M,27,25000
AP112626,F,46,15000
AP112627,F,24,35000
AP112628,F,40,35000
AP112629,F,42,35000
AP112630,F,43,25000
AP112631,M,34,30000
AP112632,M,29,20000
AP112633,F,36,30000
AP112634,F,26,40000
AP112635,M,25,20000
AP112636,F,43,50000
AP112637,M,33,50000
AP112638,F,44,50000
AP112639,F,34,10000
AP112640,F,22,30000
AP112641,F,23,20000
AP112642,F,38,10000
AP112643,F,50,10000
AP112644,F,32,50000
AP112645,M,22,20000
AP112646,M,28,10000
AP112647,F,23,12000
AP112648,M,41,35000
AP112649,F,28,10000
AP112650,F,48,30000
AP112651,F,21,35000
AP112652,F,32,20000
AP112653,M,41,20000
AP112654,F,24,50000
AP112655,M,21,12000
AP112656,M,27,35000
AP112657,M,48,50000
AP112658,F,30,35000
AP112659,F,29,50000
AP112660,F,46,10000
AP112661,F,43,20000
AP112662,M,46,30000
AP112663,F,42,35000
AP112664,M,45,20000
AP112665,F,43,25000
AP112666,M,25,10000
AP112667,F,41,35000
AP112668,M,21,20000
AP112669,M,38,25000
AP112670,F,28,25000
AP112671,M,25,10000
AP112672,M,34,50000
AP112673,F,38,35000
AP112674,F,40,15000
AP112675,M,44,35000
AP112676,M,37,35000
AP112677,F,33,12000
AP112678,F,43,25000
AP112679,M,47,10000
AP112680,M,45,12000
AP112681,F,27,20000
AP112682,F,25,35000
AP112683,F,46,15000
AP112684,F,30,20000
AP112685,F,43,30000
AP112686,M,23,30000
AP112687,M,22,35000
AP112688,F,35,15000
AP112689,F,47,10000
AP112690,F,24,40000
AP112691,F,46,50000
AP112692,F,31,20000
AP112693,M,33,30000
AP112694,F,41,40000
AP112695,F,41,50000
AP112696,F,36,50000
AP112697,M,36,30000
AP112698,M,48,35000
AP112699,M,40,20000
AP112700,M,32,25000
AP112701,M,31,25000
AP112702,M,29,35000
AP112703,M,42,12000
AP112704,F,43,20000
AP112705,F,34,40000
AP112706,F,45,15000
AP112707,F,23,30000
AP112708,M,40,12000
AP112709,M,49,50000
AP112710,F,42,20000
AP112711,M,37,40000
AP112712,F,47,30000
AP112713,M,28,50000
AP112714,M,46,35000
AP112715,M,47,12000
AP112716,F,23,15000
AP112717,F,41,20000
AP112718,M,25,30000
AP112719,M,27,15000
AP112720,F,44,12000
AP112721,M,22,40000
AP112722,F,38,30000
AP112723,M,34,50000
AP112724,M,24,10000
AP112725,F,34,10000
AP112726,F,36,10000
AP112727,M,37,40000
AP112728,M,42,12000
AP112729,M,35,10000
AP112730,F,48,30000
AP112731,M,26,20000
AP112732,F,35,12000
AP112733,F,48,12000
AP112734,F,48,35000
AP112735,M,29,40000
AP112736,F,33,40000
AP112737,F,27,40000
AP112738,M,29,35000
AP112739,F,45,12000
AP112740,M,41,35000
AP112741,M,34,10000
AP112742,M,25,40000
AP112743,M,24,25000
AP112744,M,44,50000
AP112745,M,47,50000
AP112746,M,26,10000
AP112747,M,48,50000
AP112748,F,28,10000
AP112749,F,47,30000
AP112750,M,36,20000
AP112751,M,38,30000
AP112752,F,48,40000
AP112753,F,30,35000
AP112754,M,32,15000
AP112755,M,34,50000
AP112756,M,45,20000
AP112757,M,31,25000
AP112758,M,42,50000
AP112759,F,45,40000
AP112760,F,46,25000
AP112761,M,29,50000
AP112762,M,28,40000
AP112763,M,36,50000
AP112764,F,35,12000
AP112765,F,32,10000
AP112766,F,35,10000
AP112767,F,22,40000
AP112768,F,24,50000
AP112769,M,32,10000
AP112770,F,41,40000
AP112771,M,21,20000
AP112772,F,29,25000
AP112773,F,37,50000
AP112774,M,30,10000
AP112775,M,43,30000
AP112776,F,35,15000
AP112777,F,42,35000
AP112778,F,23,30000
AP112779,F,36,50000
AP112780,F,24,25000
AP112781,M,27,15000
AP112782,F,34,12000
AP112783,M,35,25000
AP112784,M,22,50000
AP112785,F,46,12000
AP112786,F,47,35000
AP112787,M,36,35000
AP112788,M,28,30000
AP112789,M,45,12000
AP112790,F,31,15000
AP112791,F,43,35000
AP112792,M,28,30000
AP112793,F,27,15000
AP112794,M,47,15000
AP112795,F,34,35000
AP112796,F,33,25000
AP112797,F,29,25000
AP112798,F,24,10000
AP112799,F,41,10000
AP112800,F,35,20000
AP112801,F,22,35000
AP112802,M,43,25000
AP112803,F,44,35000
AP112804,M,41,10000
AP112805,M,24,30000
AP112806,M,31,35000
AP112807,F,33,15000
AP112808,M,40,50000
AP112809,F,21,20000
AP112810,M,33,40000
AP112811,M,49,35000
AP112812,F,37,12000
AP112813,M,23,30000
AP112814,F,33,10000
AP112815,M,41,12000
AP112816,F,36,25000
AP112817,M,22,30000
AP112818,F,24,30000
AP112819,F,21,25000
AP112820,M,49,15000
AP112821,M,36,20000
AP112822,F,28,15000
AP112823,M,35,50000
AP112824,M,34,35000
AP112825,M,40,25000
AP112826,M,41,12000
AP112827,F,29,40000
AP112828,F,26,40000
AP112829,F,38,25000
AP112830,F,37,40000
AP112831,F,29,15000
AP112832,M,37,12000
AP112833,F,41,20000
AP112834,M,21,35000
AP112835,M,38,35000
AP112836,F,35,40000
AP112837,F,24,40000
AP112838,M,45,12000
AP112839,F,32,25000
AP112840,F,26,40000
AP112841,F,22,25000
AP112842,M,33,35000
AP112843,F,31,30000
AP112844,F,28,40000
AP112845,M,26,12000
AP112846,F,37,40000
AP112847,M,24,40000
AP112848,M,45,25000
AP112849,M,24,50000
AP112850,M,26,35000
AP112851,F,42,30000
AP112852,M,22,15000
AP112853,M,26,12000
AP112854,F,27,15000
AP112855,M,38,12000
AP112856,F,41,25000
AP112857,F,25,15000
AP112858,M,32,35000
AP112859,F,40,50000
AP112860,F,29,35000
AP112861,M,26,15000
AP112862,M,29,35000
AP112863,M,31,15000
AP112864,F,44,15000
AP112865,M,34,15000
AP112866,F,41,50000
AP112867,F,42,10000
AP112868,M,22,20000
AP112869,M,46,20000
AP112870,F,47,12000
AP112871,F,28,35000
AP112872,M,38,50000
AP112873,F,33,50000
AP112874,F,50,40000
AP112875,M,43,50000
AP112876,F,34,10000
AP112877,M,38,50000
AP112878,F,30,15000
AP112879,M,35,20000
AP112880,M,23,10000
AP112881,F,37,40000
AP112882,F,50,12000
AP112883,M,38,10000
AP112884,F,37,20000
AP112885,M,42,12000
AP112886,M,34,40000
AP112887,F,39,35000
AP112888,F,25,15000
AP112889,M,37,40000
AP112890,F,48,40000
AP112891,M,46,50000
AP112892,F,40,15000
AP112893,M,23,30000
AP112894,F,28,12000
AP112895,F,44,20000
AP112896,M,46,20000
AP112897,M,30,40000
AP112898,M,23,35000
AP112899,F,23,20000
AP112900,M,25,30000
AP112901,M,44,12000
AP112902,M,34,12000
AP112903,M,27,20000
AP112904,F,35,25000
AP112905,M,46,25000
AP112906,F,47,12000
AP112907,F,27,12000
AP112908,M,22,12000
AP112909,F,47,40000
AP112910,M,30,30000
AP112911,M,29,10000
AP112912,F,39,50000
AP112913,F,27,50000
AP112914,F,32,25000
AP112915,M,39,15000
AP112916,M,34,25000
AP112917,M,46,20000
AP112918,M,36,30000
AP112919,M,30,50000
AP112920,M,33,50000
AP112921,M,33,30000
AP112922,M,40,12000
AP112923,M,49,15000
AP112924,M,30,35000
AP112925,M,49,35000
AP112926,M,50,40000
AP112927,M,26,40000
AP112928,F,22,35000
AP112929,F,26,10000
AP112930,F,35,20000
AP112931,F,36,30000
AP112932,M,33,30000
AP112933,M,28,15000
AP112934,M,27,10000
AP112935,M,36,20000
AP112936,M,34,20000
AP112937,M,34,12000
AP112938,M,37,35000
AP112939,M,41,40000
AP112940,M,21,15000
AP112941,F,23,25000
AP112942,M,27,30000
AP112943,M,35,10000
AP112944,M,26,35000
AP112945,F,42,20000
AP112946,F,49,25000
AP112947,M,38,50000
AP112948,M,39,30000
AP112949,M,34,10000
AP112950,F,23,50000
AP112951,M,47,12000
AP112952,M,45,20000
AP112953,F,34,10000
AP112954,F,36,30000
AP112955,M,21,10000
AP112956,F,30,12000
AP112957,F,31,15000
AP112958,M,41,25000
AP112959,F,31,15000
AP112960,F,34,30000
AP112961,F,21,20000
AP112962,M,46,35000
AP112963,M,27,25000
AP112964,F,31,25000
AP112965,M,28,10000
AP112966,M,47,50000
AP112967,F,28,35000
AP112968,M,44,15000
AP112969,M,49,50000
AP112970,M,25,25000
AP112971,M,36,15000
AP112972,M,47,50000
AP112973,F,28,35000
AP112974,F,38,20000
AP112975,F,26,20000
AP112976,M,36,50000
AP112977,F,30,40000
AP112978,M,21,25000
AP112979,M,22,35000
AP112980,F,32,12000
AP112981,F,22,12000
AP112982,M,35,15000
AP112983,M,33,50000
AP112984,M,44,15000
AP112985,M,46,35000
AP112986,M,27,20000
AP112987,F,25,15000
AP112988,M,38,25000
AP112989,F,23,12000
AP112990,F,48,12000
AP112991,M,22,15000
AP112992,F,31,15000
AP112993,M,40,50000
AP112994,F,31,12000
AP112995,F,25,20000
AP112996,F,48,35000
AP112997,F,23,30000
AP112998,F,50,20000
AP112999,M,43,20000
AP113000,M,50,12000
AP113001,M,33,30000
AP113002,M,48,35000
AP113003,F,29,15000
AP113004,M,28,10000
AP113005,F,29,35000
AP113006,F,24,25000
AP113007,F,34,12000
AP113008,M,40,25000
AP113009,F,21,12000
AP113010,M,35,30000
AP113011,M,44,35000
AP113012,M,22,50000
AP113013,F,31,12000
AP113014,M,41,20000
AP113015,F,25,12000
AP113016,M,29,15000
AP113017,M,44,15000
AP113018,F,42,30000
AP113019,M,28,20000
AP113020,M,49,30000
AP113021,M,45,35000
AP113022,M,44,25000
AP113023,M,49,12000
AP113024,M,28,50000
AP113025,F,45,50000
AP113026,F,37,30000
AP113027,F,23,12000
AP113028,M,33,35000
AP113029,M,34,35000
AP113030,M,49,25000
AP113031,M,27,15000
AP113032,M,38,50000
AP113033,M,43,50000
AP113034,M,46,50000
AP113035,F,31,40000
AP113036,M,33,40000
AP113037,M,26,30000
AP113038,M,28,35000
AP113039,F,34,35000
AP113040,F,24,12000
AP113041,F,32,30000
AP113042,F,42,25000
AP113043,M,47,40000
AP113044,M,21,50000
AP113045,F,32,20000
AP113046,F,43,30000
AP113047,M,25,40000
AP113048,F,33,20000
AP113049,M,29,12000
AP113050,M,40,10000
AP113051,F,38,20000
AP113052,F,45,20000
AP113053,F,45,25000
AP113054,F,25,40000
AP113055,F,50,30000
AP113056,M,24,30000
AP113057,F,38,40000
AP113058,M,23,25000
AP113059,F,22,20000
AP113060,F,22,30000
AP113061,M,48,10000
AP113062,F,44,25000
AP113063,F,49,35000
AP113064,M,30,30000
AP113065,M,30,20000
AP113066,M,32,20000
AP113067,M,24,12000
AP113068,F,40,30000
AP113069,F,32,35000
AP113070,M,38,20000
AP113071,M,39,25000
AP113072,F,29,35000
AP113073,M,28,35000
AP113074,M,35,15000
AP113075,M,32,10000
AP113076,F,40,12000
AP113077,F,26,40000
AP113078,F,31,30000
AP113079,M,44,35000
AP113080,F,25,15000
AP113081,F,38,20000
AP113082,F,26,20000
AP113083,F,23,30000
AP113084,M,45,12000
AP113085,M,22,12000
AP113086,M,39,50000
AP113087,F,43,35000
AP113088,M,34,35000
AP113089,M,22,10000
AP113090,M,45,20000
AP113091,F,29,25000
AP113092,M,39,30000
AP113093,M,21,50000
AP113094,F,48,30000
AP113095,F,42,10000
AP113096,M,32,50000
AP113097,F,42,20000
AP113098,M,25,40000
AP113099,F,41,10000
AP113100,F,36,30000
AP113101,F,31,50000
AP113102,F,47,50000
AP113103,F,36,40000
AP113104,F,30,40000
AP113105,F,26,20000
AP113106,F,30,20000
AP113107,F,49,30000
AP113108,F,50,50000
AP113109,M,34,20000
AP113110,F,40,50000
AP113111,F,30,12000
AP113112,F,42,20000
AP113113,F,23,15000
AP113114,F,23,35000
AP113115,M,26,25000
AP113116,M,39,30000
AP113117,F,48,50000
AP113118,M,33,15000
AP113119,M,37,12000
AP113120,F,38,20000
AP113121,F,38,10000
AP113122,M,43,35000
AP113123,M,50,35000
AP113124,F,23,20000
AP113125,M,49,20000
AP113126,F,43,12000
AP113127,F,33,25000
AP113128,M,23,30000
AP113129,F,29,50000
AP113130,M,44,35000
AP113131,F,47,25000
AP113132,F,25,15000
AP113133,M,34,10000
AP113134,M,21,40000
AP113135,M,46,12000
AP113136,M,42,40000
AP113137,F,23,35000
AP113138,M,23,40000
AP113139,M,42,30000
AP113140,M,42,20000
AP113141,M,27,40000
AP113142,M,49,10000
AP113143,F,37,12000
AP113144,M,33,30000
AP113145,F,36,10000
AP113146,M,36,12000
AP113147,M,27,30000
AP113148,M,21,25000
AP113149,F,21,50000
AP113150,F,30,30000
AP113151,M,33,50000
AP113152,F,42,40000
AP113153,M,47,25000
AP113154,M,30,35000
AP113155,F,28,12000
AP113156,F,35,50000
AP113157,M,49,50000
AP113158,F,34,30000
AP113159,M,36,50000
AP113160,M,23,20000
AP113161,F,33,35000
AP113162,M,23,10000
AP113163,F,34,10000
AP113164,M,34,20000
AP113165,F,47,20000
AP113166,F,34,30000
AP113167,F,39,10000
AP113168,M,34,30000
AP113169,M,42,20000
AP113170,M,44,50000
AP113171,M,21,10000
AP113172,F,46,40000
AP113173,F,36,50000
AP113174,M,46,10000
AP113175,F,28,30000
AP113176,M,35,12000
AP113177,F,27,10000
AP113178,M,21,10000
AP113179,F,46,30000
AP113180,F,38,30000
AP113181,M,36,40000
AP113182,M,47,30000
AP113183,M,22,40000
AP113184,F,41,12000
AP113185,F,40,12000
AP113186,M,41,35000
AP113187,M,40,35000
AP113188,F,39,30000
AP113189,F,50,10000
AP113190,F,35,30000
AP113191,M,21,12000
AP113192,F,32,50000
AP113193,F,48,12000
AP113194,F,41,10000
AP113195,M,23,40000
AP113196,F,39,40000
AP113197,F,46,50000
AP113198,F,21,10000
AP113199,M,42,10000
AP113200,F,27,10000
AP113201,F,22,35000
AP113202,M,30,30000
AP113203,M,25,50000
AP113204,F,49,20000
AP113205,M,22,35000
AP113206,M,49,12000
AP113207,F,41,30000
AP113208,M,41,35000
AP113209,M,30,50000
AP113210,F,36,50000
AP113211,M,23,15000
AP113212,M,45,30000
AP113213,F,27,30000
AP113214,F,23,20000
AP113215,F,26,40000
AP113216,M,39,25000
AP113217,M,24,12000
AP113218,M,49,10000
AP113219,M,49,15000
AP113220,M,31,25000
AP113221,F,35,40000
AP113222,F,32,30000
AP113223,M,49,20000
AP113224,F,32,12000
AP113225,F,29,40000
AP113226,M,35,20000
AP113227,M,30,40000
AP113228,F,23,10000
AP113229,F,38,35000
AP113230,F,31,20000
AP113231,M,37,35000
AP113232,F,27,30000
AP113233,M,42,10000
AP113234,F,43,40000
AP113235,M,30,10000
AP113236,M,33,35000
AP113237,F,29,50000
AP113238,M,50,40000
AP113239,F,40,35000
AP113240,M,28,12000
AP113241,F,46,25000
AP113242,M,26,25000
AP113243,M,34,10000
AP113244,F,34,50000
AP113245,F,48,25000
AP113246,M,47,12000
AP113247,F,26,30000
AP113248,M,46,35000
AP113249,F,23,40000
AP113250,F,42,30000
AP113251,M,33,40000
AP113252,M,24,25000
AP113253,F,28,12000
AP113254,F,26,25000
AP113255,M,36,30000
AP113256,F,42,30000
AP113257,M,47,25000
AP113258,M,46,50000
AP113259,M,32,12000
AP113260,M,26,12000
AP113261,F,24,30000
AP113262,M,48,12000
AP113263,F,31,35000
AP113264,F,40,40000
AP113265,M,45,12000
AP113266,F,30,15000
AP113267,M,34,10000
AP113268,F,44,40000
AP113269,M,50,25000
AP113270,M,30,35000
AP113271,F,31,30000
AP113272,F,27,12000
AP113273,F,21,10000
AP113274,M,33,35000
AP113275,F,42,30000
AP113276,F,33,20000
AP113277,M,24,20000
AP113278,M,36,25000
AP113279,F,36,10000
AP113280,M,41,12000
AP113281,F,29,50000
AP113282,M,22,15000
AP113283,F,35,10000
AP113284,F,30,20000
AP113285,F,36,15000
AP113286,M,41,40000
AP113287,M,33,30000
AP113288,F,46,10000
AP113289,M,39,12000
AP113290,F,34,25000
AP113291,M,37,15000
AP113292,M,27,10000
AP113293,F,27,15000
AP113294,M,37,50000
AP113295,M,50,25000
AP113296,M,43,10000
AP113297,F,33,40000
AP113298,M,25,50000
AP113299,M,21,15000
AP113300,F,40,35000
AP113301,M,50,30000
AP113302,F,30,50000
AP113303,F,37,15000
AP113304,F,33,35000
AP113305,F,31,10000
AP113306,M,30,50000
AP113307,M,48,35000
AP113308,M,30,30000
AP113309,M,30,40000
AP113310,F,50,10000
AP113311,M,45,15000
AP113312,M,24,35000
AP113313,F,39,30000
AP113314,F,34,30000
AP113315,F,35,12000
AP113316,M,39,15000
AP113317,M,47,10000
AP113318,M,46,40000
AP113319,F,35,35000
AP113320,M,24,30000
AP113321,F,28,40000
AP113322,F,46,35000
AP113323,M,22,12000
AP113324,M,40,20000
AP113325,F,40,20000
AP113326,M,40,15000
AP113327,M,21,40000
AP113328,F,33,12000
AP113329,M,48,25000
AP113330,F,27,50000
AP113331,M,21,40000
AP113332,F,32,40000
AP113333,F,42,25000
AP113334,F,25,35000
AP113335,F,44,40000
AP113336,M,46,15000
AP113337,M,47,15000
AP113338,M,47,20000
AP113339,F,28,15000
AP113340,M,43,40000
AP113341,F,46,40000
AP113342,M,40,15000
AP113343,F,35,35000
AP113344,F,31,25000
AP113345,F,37,50000
AP113346,F,31,30000
AP113347,F,41,12000
AP113348,M,32,50000
AP113349,F,28,20000
AP113350,F,32,50000
AP113351,F,48,10000
AP113352,F,22,30000
AP113353,F,22,30000
AP113354,F,28,25000
AP113355,M,40,10000
AP113356,M,28,15000
AP113357,M,40,40000
AP113358,F,46,20000
AP113359,F,35,35000
AP113360,M,21,40000
AP113361,M,38,30000
AP113362,M,44,12000
AP113363,F,33,50000
AP113364,F,21,15000
AP113365,M,37,40000
AP113366,F,35,35000
AP113367,F,26,40000
AP113368,F,25,25000
AP113369,F,36,30000
AP113370,F,37,40000
AP113371,M,47,25000
AP113372,M,32,10000
AP113373,M,41,30000
AP113374,F,28,20000
AP113375,M,39,12000
AP113376,F,25,20000
AP113377,F,41,12000
AP113378,M,47,35000
AP113379,M,36,15000
AP113380,F,31,35000
AP113381,M,28,12000
AP113382,F,24,25000
AP113383,F,22,30000
AP113384,F,25,40000
AP113385,M,33,20000
AP113386,M,40,15000
AP113387,M,35,50000
AP113388,M,37,20000
AP113389,F,49,15000
AP113390,M,31,15000
AP113391,M,36,10000
AP113392,F,31,40000
AP113393,M,34,30000
AP113394,F,28,30000
AP113395,M,35,15000
AP113396,M,33,50000
AP113397,M,35,30000
AP113398,M,48,10000
AP113399,M,32,35000
AP113400,F,34,25000
AP113401,M,22,10000
AP113402,F,50,15000
AP113403,M,34,25000
AP113404,F,34,20000
AP113405,M,24,12000
AP113406,F,30,12000
AP113407,F,26,20000
AP113408,M,26,30000
AP113409,M,38,15000
AP113410,M,42,35000
AP113411,M,24,15000
AP113412,M,46,12000
AP113413,M,50,40000
AP113414,F,43,10000
AP113415,M,35,35000
AP113416,M,28,50000
AP113417,F,29,30000
AP113418,F,36,20000
AP113419,F,42,30000
AP113420,M,50,12000
AP113421,M,26,50000
AP113422,F,45,12000
AP113423,M,28,25000
AP113424,F,35,30000
AP113425,F,34,30000
AP113426,M,26,10000
AP113427,M,40,10000
AP113428,F,27,30000
